chr3	33573355	33573355	chr3	33574472	33574472	0.8693142181357119
chr3	33573355	33573355	chr3	33576168	33576168	0.1306857818642881
chr3	33576276	33576276	chr3	33577201	33577201	0.1212328165210308
chr3	33576276	33576276	chr3	33581820	33581820	0.8787671834789691
chr3	33584921	33584921	chr3	33588704	33588704	0.8249974685204411
chr3	33584921	33584921	chr3	33592394	33592394	0.1750025314795589
chr3	33592497	33592497	chr3	33594950	33594950	0.9924812131130368
chr3	33592497	33592497	chr3	33602951	33602951	0.007518786886963
chr3	33644904	33644904	chr3	33645002	33645002	0.0070440876811076
chr3	33644904	33644904	chr3	33645281	33645281	0.709936984367431
chr3	33644904	33644904	chr3	33658973	33658973	0.2661131191714778
chr3	33644904	33644904	chr3	33659506	33659506	0.0098617323422607
chr3	33644904	33644904	chr3	33663444	33663444	0.0070440764377228
chr3	33596733	33596733	chr3	33602951	33602951	0.0178554232692994
chr3	33596735	33596735	chr3	33602951	33602951	0.8852154746250241
chr3	33602590	33602590	chr3	33602951	33602951	0.0969291021056765
chr3	33612072	33612072	chr3	33619602	33619602	0.9482759278409494
chr3	33618247	33618247	chr3	33619602	33619602	0.0517240721590507
