chr15	63044153	63044153	chr15	63056984	63056984	0.0356470076662817
chr15	63048708	63048708	chr15	63056984	63056984	0.9643529923337182
chr15	63061789	63061789	chr15	63062214	63062214	0.8398338491396676
chr15	63061274	63061274	chr15	63062214	63062214	0.1601661508603323
chr15	63064143	63064143	chr15	63065895	63065895	0.5385578868642379
chr15	63064191	63064191	chr15	63065895	63065895	0.461442113135762
chr15	63060940	63060940	chr15	63061197	63061197	0.2149936823133397
chr15	63060940	63060940	chr15	63061712	63061712	0.7850063176866604
chr15	63062646	63062646	chr15	63064063	63064063	0.1804513029766943
chr15	63062646	63062646	chr15	63071089	63071089	0.0601503173368932
chr15	63062646	63062646	chr15	63065895	63065895	0.3984961957136557
chr15	63062646	63062646	chr15	63069869	63069869	0.3609021839727566
