chr8	79655019	79655019	chr8	79664814	79664814	0.0008242368944986
chr8	79655292	79655292	chr8	79664814	79664814	0.0038633613263657
chr8	79663662	79663662	chr8	79664814	79664814	0.0018316387480402
chr8	79655063	79655063	chr8	79664814	79664814	0.9934807630310952
chr8	79611215	79611215	chr8	79636801	79636801	0.9897397742135176
chr8	79611792	79611792	chr8	79636801	79636801	0.0102602257864824
chr8	79611215	79611215	chr8	79613822	79613822	0.0614516793405984
chr8	79611215	79611215	chr8	79615701	79615701	0.0204841340149143
chr8	79611215	79611215	chr8	79631016	79631016	0.0204843159042668
chr8	79611215	79611215	chr8	79616821	79616821	0.5083863596773236
chr8	79611215	79611215	chr8	79641377	79641377	0.020483609423998
chr8	79611215	79611215	chr8	79654870	79654870	0.3687099016388988
