chr8	79655019	79655019	chr8	79664814	79664814	0.0012063691318732
chr8	79655292	79655292	chr8	79664814	79664814	0.0041532287405787
chr8	79663662	79663662	chr8	79664814	79664814	0.0011222030687135
chr8	79655063	79655063	chr8	79664814	79664814	0.9935181990588344
chr8	79611215	79611215	chr8	79636801	79636801	0.9886416260846362
chr8	79611792	79611792	chr8	79636801	79636801	0.0113583739153636
chr8	79611215	79611215	chr8	79613822	79613822	0.022869861546553
chr8	79611215	79611215	chr8	79615701	79615701	0.0343048073169135
chr8	79611215	79611215	chr8	79631016	79631016	0.0343046936060065
chr8	79611215	79611215	chr8	79616821	79616821	0.4573968626928518
chr8	79611215	79611215	chr8	79641377	79641377	0.045739734661845
chr8	79611215	79611215	chr8	79654870	79654870	0.4053840401758301
