chr22	35746562	35746562	chr22	35750183	35750183	0.0113748729315579
chr22	35746562	35746562	chr22	35750425	35750425	0.1775063621426032
chr22	35746562	35746562	chr22	35752369	35752369	0.0045499522611683
chr22	35746562	35746562	chr22	35752612	35752612	0.0195648002141482
chr22	35746562	35746562	chr22	35756104	35756104	0.6898319866299907
chr22	35746562	35746562	chr22	35759887	35759887	0.0971720258205317
chr22	35810005	35810005	chr22	35836319	35836319	0.0347232370846468
chr22	35810005	35810005	chr22	35839863	35839863	0.0018651988233235
chr22	35810005	35810005	chr22	35840347	35840347	0.0124346449796444
chr22	35810005	35810005	chr22	35894812	35894812	0.0021760522087757
chr22	35810005	35810005	chr22	35840191	35840191	0.4135005831955435
chr22	35810005	35810005	chr22	35938846	35938846	0.5353002837080659
chr22	35938898	35938898	chr22	35945058	35945058	0.0025625379544683
chr22	35938898	35938898	chr22	35961462	35961462	0.0041000496765698
chr22	35938898	35938898	chr22	35961567	35961567	0.0076876177660616
chr22	35938898	35938898	chr22	36028239	36028239	0.3096062084569754
chr22	35938898	35938898	chr22	35961562	35961562	0.6760435861459249
chr22	35750261	35750261	chr22	35756104	35756104	0.06623297648429
chr22	35750454	35750454	chr22	35756104	35756104	0.0110388691023352
chr22	35750458	35750458	chr22	35756104	35756104	0.8432485044368357
chr22	35752656	35752656	chr22	35756104	35756104	0.0794796499765389
chr22	35752656	35752656	chr22	35759887	35759887	0.0140882302528963
chr22	35756145	35756145	chr22	35759887	35759887	0.9859117697471036
