chr1	226062095	226062095	chr1	226062734	226062734	0.5555548528938034
chr1	226062375	226062375	chr1	226062734	226062734	0.3174610625865024
chr1	226062385	226062385	chr1	226062734	226062734	0.0634920768684442
chr1	226062490	226062490	chr1	226062734	226062734	0.06349200765125
chr1	226062816	226062816	chr1	226064328	226064328	0.8673029227885123
chr1	226062949	226062949	chr1	226064328	226064328	0.0194190980642855
chr1	226063231	226063231	chr1	226064328	226064328	0.0647302613094949
chr1	226063597	226063597	chr1	226064328	226064328	0.0064730153367677
chr1	226063702	226063702	chr1	226064328	226064328	0.0420747025009397
chr1	226064480	226064480	chr1	226065655	226065655	0.9167655759316642
chr1	226064480	226064480	chr1	226065685	226065685	0.0014853538197302
chr1	226064480	226064480	chr1	226065734	226065734	0.0709803196315324
chr1	226064480	226064480	chr1	226071350	226071350	0.0107687506170731
chr1	226065810	226065810	chr1	226068564	226068564	0.0430315759276395
chr1	226065810	226065810	chr1	226071174	226071174	0.0052594227156483
chr1	226065810	226065810	chr1	226071353	226071353	0.0071719289980962
chr1	226065810	226065810	chr1	226071350	226071350	0.944537072358616
