chr1	226062816	226062816	chr1	226064328	226064328	0.8461441146615124
chr1	226062949	226062949	chr1	226064328	226064328	8.274952392182189e-12
chr1	226063231	226063231	chr1	226064328	226064328	0.115391883074247
chr1	226063597	226063597	chr1	226064328	226064328	1.1485457030575067e-11
chr1	226063702	226063702	chr1	226064328	226064328	0.0384640022444802
chr1	226064480	226064480	chr1	226065655	226065655	0.8345180598992468
chr1	226064480	226064480	chr1	226065685	226065685	6.505055050485453e-12
chr1	226064480	226064480	chr1	226065734	226065734	0.1478446011238801
chr1	226064480	226064480	chr1	226071350	226071350	0.0176373389703681
chr1	226065810	226065810	chr1	226068564	226068564	0.0412840395770521
chr1	226065810	226065810	chr1	226071174	226071174	5.308508343061816e-12
chr1	226065810	226065810	chr1	226071353	226071353	0.0117954334251161
chr1	226065810	226065810	chr1	226071350	226071350	0.9469205269925232
