chr2	50236971	50236971	chr2	50346690	50346690	0.6974293665825095
chr2	50236971	50236971	chr2	50465441	50465441	0.3025706334174904
chr2	50528652	50528652	chr2	50531226	50531226	0.8034188917173316
chr2	50506618	50506618	chr2	50531226	50531226	0.1965811082826683
chr2	50619969	50619969	chr2	50623313	50623313	0.0987654391217973
chr2	50621250	50621250	chr2	50623313	50623313	0.506172824890413
chr2	50620184	50620184	chr2	50623313	50623313	0.3950617359877896
chr2	50925953	50925953	chr2	51027501	51027501	0.0434309395430661
chr2	50925956	50925956	chr2	51027501	51027501	0.8899749954831936
chr2	51009279	51009279	chr2	51027501	51027501	0.0101338508776092
chr2	51026470	51026470	chr2	51027501	51027501	0.0057907974546949
chr2	50623616	50623616	chr2	51027501	51027501	0.0289539361713404
chr2	50922688	50922688	chr2	51027501	51027501	0.0217154804700955
