chr5	135335142	135335142	chr5	135339427	135339427	0.0073255864014377
chr5	135335142	135335142	chr5	135343259	135343259	0.9926744135985622
chr5	135346058	135346058	chr5	135350822	135350822	0.0678886429240184
chr5	135346058	135346058	chr5	135350826	135350826	0.0021215465945159
chr5	135346058	135346058	chr5	135352945	135352945	0.8981670536352484
chr5	135346058	135346058	chr5	135360496	135360496	0.0169721417076803
chr5	135346058	135346058	chr5	135388921	135388921	0.0148506151385367
chr5	135353046	135353046	chr5	135360496	135360496	0.8980989355539423
chr5	135359943	135359943	chr5	135360496	135360496	0.0101900981628424
chr5	135350914	135350914	chr5	135360496	135360496	0.0917109662832151
chr5	135360602	135360602	chr5	135369405	135369405	0.010644039600684
chr5	135360605	135360605	chr5	135369405	135369405	0.5559015771522481
chr5	135360608	135360608	chr5	135369405	135369405	0.4334543832470678
